trial,search_mode,family,apparent_long_memory_score,finite_saturation_detected,nonstationarity_detected,grid_ceiling_only,detector_positive,ground_truth_is_hard_null,false_positive
381,random,N6_switching_regime,0.8416263115930391,False,True,False,False,True,False
382,random,N7_colored_noise,0.5604998885607925,True,False,False,False,True,False
383,random,N8_measurement_filter,0.6159865971103061,True,False,False,False,True,False
384,random,N1_large_but_finite_AR,0.7260464425090885,True,False,False,False,True,False
385,random,N2_high_dimensional_SSM,0.8564963097722942,True,False,False,False,True,False
386,random,N3_many_exponential_kernel,0.695840278641757,True,False,False,False,True,False
387,random,N4_slow_common_driver,0.8402603179404534,True,False,False,False,True,False
388,random,N5_nonstationary_drift,0.7744027738969999,False,True,False,False,True,False
389,random,N6_switching_regime,0.6881950464282703,False,True,False,False,True,False
390,random,N7_colored_noise,0.8032153405589174,True,False,False,False,True,False
391,random,N8_measurement_filter,0.9356167313036625,True,False,False,False,True,False
392,random,N1_large_but_finite_AR,0.7144974734505071,True,False,False,False,True,False
393,random,N2_high_dimensional_SSM,0.655866589892669,True,False,False,False,True,False
394,random,N3_many_exponential_kernel,0.5904592858854124,True,False,False,False,True,False
395,random,N4_slow_common_driver,0.6155300263275055,True,False,False,False,True,False
396,random,N5_nonstationary_drift,0.8774099192772123,False,True,False,False,True,False
397,random,N6_switching_regime,0.5623240736967231,False,True,False,False,True,False
398,random,N7_colored_noise,0.8660336195662739,True,False,False,False,True,False
399,random,N8_measurement_filter,0.8505033612460654,True,False,False,False,True,False
400,random,N1_large_but_finite_AR,0.6120655801940098,True,False,False,False,True,False
401,random,N2_high_dimensional_SSM,0.7583746593333035,True,False,False,False,True,False
402,random,N3_many_exponential_kernel,0.9260301041325256,True,False,False,False,True,False
403,random,N4_slow_common_driver,0.694632629577526,True,False,False,False,True,False
404,random,N5_nonstationary_drift,0.6519152594497933,False,True,False,False,True,False
405,random,N6_switching_regime,0.9639056620993465,False,True,False,False,True,False
406,random,N7_colored_noise,0.9497680483415948,True,False,False,False,True,False
407,random,N8_measurement_filter,0.5571132117893567,True,False,False,False,True,False
408,random,N1_large_but_finite_AR,0.6662353763084129,True,False,False,False,True,False
409,random,N2_high_dimensional_SSM,0.7367433036829891,True,False,False,False,True,False
410,random,N3_many_exponential_kernel,0.7424153842938784,True,False,False,False,True,False
411,random,N4_slow_common_driver,0.6781492742490649,True,False,False,False,True,False
412,random,N5_nonstationary_drift,0.9022584796774402,False,True,False,False,True,False
413,random,N6_switching_regime,0.7633370377619523,False,True,False,False,True,False
414,random,N7_colored_noise,0.7050274823428744,True,False,False,False,True,False
415,random,N8_measurement_filter,0.605898852406914,True,False,False,False,True,False
416,random,N1_large_but_finite_AR,0.9304372095678012,True,False,False,False,True,False
417,random,N2_high_dimensional_SSM,0.7413447515826388,True,False,False,False,True,False
418,random,N3_many_exponential_kernel,0.884548044405606,True,False,False,False,True,False
419,random,N4_slow_common_driver,0.7602791011226041,True,False,False,False,True,False
420,random,N5_nonstationary_drift,0.8633030273114223,False,True,False,False,True,False
421,random,N6_switching_regime,0.7735527670799032,False,True,False,False,True,False
422,random,N7_colored_noise,0.6383485942778129,True,False,False,False,True,False
423,random,N8_measurement_filter,0.5859779256106155,True,False,False,False,True,False
424,random,N1_large_but_finite_AR,0.9317157546098555,True,False,False,False,True,False
425,random,N2_high_dimensional_SSM,0.7910237860720869,True,False,False,False,True,False
426,random,N3_many_exponential_kernel,0.7462163942064036,True,False,False,False,True,False
427,random,N4_slow_common_driver,0.7431382472626636,True,False,False,False,True,False
428,random,N5_nonstationary_drift,0.8672374358235809,False,True,False,False,True,False
429,random,N6_switching_regime,0.679340962562657,False,True,False,False,True,False
430,random,N7_colored_noise,0.7340469207548305,True,False,False,False,True,False
431,random,N8_measurement_filter,0.6912509356191986,True,False,False,False,True,False
432,random,N1_large_but_finite_AR,0.7615657437374125,True,False,False,False,True,False
433,random,N2_high_dimensional_SSM,0.605590848084458,True,False,False,False,True,False
434,random,N3_many_exponential_kernel,0.8453505260561233,True,False,False,False,True,False
435,random,N4_slow_common_driver,0.6569762951127887,True,False,False,False,True,False
436,random,N5_nonstationary_drift,0.9045937205861344,False,True,False,False,True,False
437,random,N6_switching_regime,0.7546730455048752,False,True,False,False,True,False
438,random,N7_colored_noise,0.8304479435065634,True,False,False,False,True,False
439,random,N8_measurement_filter,0.6389764364934152,True,False,False,False,True,False
440,random,N1_large_but_finite_AR,0.6182267696613396,True,False,False,False,True,False
441,random,N2_high_dimensional_SSM,0.9749236557660348,True,False,True,False,True,False
442,random,N3_many_exponential_kernel,0.8405277079165633,True,False,False,False,True,False
443,random,N4_slow_common_driver,0.5850866067039802,True,False,False,False,True,False
444,random,N5_nonstationary_drift,0.6545625665024836,False,True,False,False,True,False
445,random,N6_switching_regime,0.8886073440586341,False,True,False,False,True,False
446,random,N7_colored_noise,0.5671276582367859,True,False,False,False,True,False
447,random,N8_measurement_filter,0.5869879202368233,True,False,False,False,True,False
448,random,N1_large_but_finite_AR,0.795091086422109,True,False,False,False,True,False
449,random,N2_high_dimensional_SSM,0.9281145499212439,True,False,False,False,True,False
450,random,N3_many_exponential_kernel,0.6767998944330805,True,False,False,False,True,False
451,random,N4_slow_common_driver,0.8794779311957823,True,False,False,False,True,False
452,random,N5_nonstationary_drift,0.613587722819852,False,True,False,False,True,False
453,random,N6_switching_regime,0.5547432553601284,False,True,False,False,True,False
454,random,N7_colored_noise,0.6491627188752793,True,False,False,False,True,False
455,random,N8_measurement_filter,0.939031943588811,True,False,False,False,True,False
456,random,N1_large_but_finite_AR,0.9077675916504725,True,False,False,False,True,False
457,random,N2_high_dimensional_SSM,0.7542693066731245,True,False,False,False,True,False
458,random,N3_many_exponential_kernel,0.9085765533491029,True,False,False,False,True,False
459,random,N4_slow_common_driver,0.9476616331827356,True,False,False,False,True,False
460,random,N5_nonstationary_drift,0.6809466606868735,False,True,False,False,True,False
461,random,N6_switching_regime,0.61357976103366,False,True,False,False,True,False
462,random,N7_colored_noise,0.7891077420727548,True,False,False,False,True,False
463,random,N8_measurement_filter,0.6341212540824727,True,False,False,False,True,False
464,random,N1_large_but_finite_AR,0.5943172321436528,True,False,False,False,True,False
465,random,N2_high_dimensional_SSM,0.9036067597310196,True,False,False,False,True,False
466,random,N3_many_exponential_kernel,0.5788211115631958,True,False,False,False,True,False
467,random,N4_slow_common_driver,0.7491916605493071,True,False,False,False,True,False
468,random,N5_nonstationary_drift,0.9656504246873002,False,True,False,False,True,False
469,random,N6_switching_regime,0.6599841186326795,False,True,False,False,True,False
470,random,N7_colored_noise,0.9224527619276331,True,False,False,False,True,False
471,random,N8_measurement_filter,0.9415082075149315,True,False,False,False,True,False
472,random,N1_large_but_finite_AR,0.9396694997120646,True,False,False,False,True,False
473,random,N2_high_dimensional_SSM,0.9707488989839674,True,False,True,False,True,False
474,random,N3_many_exponential_kernel,0.6391003729992689,True,False,False,False,True,False
475,random,N4_slow_common_driver,0.6022338634647896,True,False,False,False,True,False
476,random,N5_nonstationary_drift,0.5631099739956361,False,True,False,False,True,False
477,random,N6_switching_regime,0.8631081116088442,False,True,False,False,True,False
478,random,N7_colored_noise,0.6659705796588233,True,False,False,False,True,False
479,random,N8_measurement_filter,0.8812140267952386,True,False,False,False,True,False
480,random,N1_large_but_finite_AR,0.9464824549458852,True,False,True,False,True,False
481,random,N2_high_dimensional_SSM,0.5691627715379342,True,False,False,False,True,False
482,random,N3_many_exponential_kernel,0.8185443793936812,True,False,False,False,True,False
483,random,N4_slow_common_driver,0.8246380449393906,True,False,False,False,True,False
484,random,N5_nonstationary_drift,0.7999859303218158,False,True,False,False,True,False
485,random,N6_switching_regime,0.6723212062253041,False,True,False,False,True,False
486,random,N7_colored_noise,0.6258245294028681,True,False,False,False,True,False
487,random,N8_measurement_filter,0.7632904314887378,True,False,False,False,True,False
488,random,N1_large_but_finite_AR,0.5890926648640729,True,False,False,False,True,False
489,random,N2_high_dimensional_SSM,0.8685975149242037,True,False,False,False,True,False
490,random,N3_many_exponential_kernel,0.6752657723697637,True,False,False,False,True,False
491,random,N4_slow_common_driver,0.9120051680257987,True,False,False,False,True,False
492,random,N5_nonstationary_drift,0.6900890884100858,False,True,False,False,True,False
493,random,N6_switching_regime,0.666308528959127,False,True,False,False,True,False
494,random,N7_colored_noise,0.6019841429956667,True,False,False,False,True,False
495,random,N8_measurement_filter,0.6244786170102589,True,False,False,False,True,False
496,random,N1_large_but_finite_AR,0.9116285825767554,True,False,False,False,True,False
497,random,N2_high_dimensional_SSM,0.777225330098897,True,False,False,False,True,False
498,random,N3_many_exponential_kernel,0.5644031215510027,True,False,False,False,True,False
499,random,N4_slow_common_driver,0.581360695170306,True,False,False,False,True,False
500,adaptive_evolutionary,N5_nonstationary_drift,0.5554669461177133,False,True,False,False,True,False
501,adaptive_evolutionary,N6_switching_regime,0.5635730336411214,False,True,False,False,True,False
502,adaptive_evolutionary,N7_colored_noise,0.5498721504833421,True,False,False,False,True,False
503,adaptive_evolutionary,N8_measurement_filter,0.541152532896132,True,False,False,False,True,False
504,adaptive_evolutionary,N1_large_but_finite_AR,0.5561848337744254,True,False,False,False,True,False
505,adaptive_evolutionary,N2_high_dimensional_SSM,0.5700898315639269,True,False,False,False,True,False
506,adaptive_evolutionary,N3_many_exponential_kernel,0.5386799005976969,True,False,False,False,True,False
507,adaptive_evolutionary,N4_slow_common_driver,0.5842249275155846,True,False,False,False,True,False
508,adaptive_evolutionary,N5_nonstationary_drift,0.5611493994688634,False,True,False,False,True,False
509,adaptive_evolutionary,N6_switching_regime,0.5593668743782735,False,True,False,False,True,False
510,adaptive_evolutionary,N7_colored_noise,0.572612820358618,True,False,False,False,True,False
511,adaptive_evolutionary,N8_measurement_filter,0.5514019015156667,True,False,False,False,True,False
512,adaptive_evolutionary,N1_large_but_finite_AR,0.581411802971232,True,False,False,False,True,False
513,adaptive_evolutionary,N2_high_dimensional_SSM,0.562962061055479,True,False,False,False,True,False
514,adaptive_evolutionary,N3_many_exponential_kernel,0.5815828501958364,True,False,False,False,True,False
515,adaptive_evolutionary,N4_slow_common_driver,0.5831578925725103,True,False,False,False,True,False
516,adaptive_evolutionary,N5_nonstationary_drift,0.5580423193947419,False,True,False,False,True,False
517,adaptive_evolutionary,N6_switching_regime,0.5795535117670212,False,True,False,False,True,False
518,adaptive_evolutionary,N7_colored_noise,0.5714674638057642,True,False,False,False,True,False
519,adaptive_evolutionary,N8_measurement_filter,0.6021260735714111,True,False,False,False,True,False
520,adaptive_evolutionary,N1_large_but_finite_AR,0.5754066715456637,True,False,False,False,True,False
521,adaptive_evolutionary,N2_high_dimensional_SSM,0.5864955508572977,True,False,False,False,True,False
522,adaptive_evolutionary,N3_many_exponential_kernel,0.5645148307228145,True,False,False,False,True,False
523,adaptive_evolutionary,N4_slow_common_driver,0.5874947735464665,True,False,False,False,True,False
524,adaptive_evolutionary,N5_nonstationary_drift,0.5846103619466969,False,True,False,False,True,False
525,adaptive_evolutionary,N6_switching_regime,0.5877436831435753,False,True,False,False,True,False
526,adaptive_evolutionary,N7_colored_noise,0.5833899253421398,True,False,False,False,True,False
527,adaptive_evolutionary,N8_measurement_filter,0.5818005684794945,True,False,False,False,True,False
528,adaptive_evolutionary,N1_large_but_finite_AR,0.5732944272673852,True,False,False,False,True,False
529,adaptive_evolutionary,N2_high_dimensional_SSM,0.5890950844320774,True,False,False,False,True,False
530,adaptive_evolutionary,N3_many_exponential_kernel,0.5793278948187084,True,False,False,False,True,False
531,adaptive_evolutionary,N4_slow_common_driver,0.6078410357600671,True,False,False,False,True,False
532,adaptive_evolutionary,N5_nonstationary_drift,0.6062821442789691,False,True,False,False,True,False
533,adaptive_evolutionary,N6_switching_regime,0.5776578868552187,False,True,False,False,True,False
534,adaptive_evolutionary,N7_colored_noise,0.6094155331427883,True,False,False,False,True,False
535,adaptive_evolutionary,N8_measurement_filter,0.5782999429856375,True,False,False,False,True,False
536,adaptive_evolutionary,N1_large_but_finite_AR,0.602745851401858,True,False,False,False,True,False
537,adaptive_evolutionary,N2_high_dimensional_SSM,0.6022972488688896,True,False,False,False,True,False
538,adaptive_evolutionary,N3_many_exponential_kernel,0.6159355758130597,True,False,False,False,True,False
539,adaptive_evolutionary,N4_slow_common_driver,0.5973918647041799,True,False,False,False,True,False
540,adaptive_evolutionary,N5_nonstationary_drift,0.6150395046393339,False,True,False,False,True,False
541,adaptive_evolutionary,N6_switching_regime,0.6033201261334331,False,True,False,False,True,False
542,adaptive_evolutionary,N7_colored_noise,0.6142233136925983,True,False,False,False,True,False
543,adaptive_evolutionary,N8_measurement_filter,0.6160171183770685,True,False,False,False,True,False
544,adaptive_evolutionary,N1_large_but_finite_AR,0.6098075636821344,True,False,False,False,True,False
545,adaptive_evolutionary,N2_high_dimensional_SSM,0.6255218239635651,True,False,False,False,True,False
546,adaptive_evolutionary,N3_many_exponential_kernel,0.6106821896374764,True,False,False,False,True,False
547,adaptive_evolutionary,N4_slow_common_driver,0.6378335402092742,True,False,False,False,True,False
548,adaptive_evolutionary,N5_nonstationary_drift,0.6211308874775087,False,True,False,False,True,False
549,adaptive_evolutionary,N6_switching_regime,0.6252437256797673,False,True,False,False,True,False
550,adaptive_evolutionary,N7_colored_noise,0.6362345646189752,True,False,False,False,True,False
551,adaptive_evolutionary,N8_measurement_filter,0.6176557699373898,True,False,False,False,True,False
552,adaptive_evolutionary,N1_large_but_finite_AR,0.6244309975334622,True,False,False,False,True,False
553,adaptive_evolutionary,N2_high_dimensional_SSM,0.6124455502090814,True,False,False,False,True,False
554,adaptive_evolutionary,N3_many_exponential_kernel,0.6355521687930806,True,False,False,False,True,False
555,adaptive_evolutionary,N4_slow_common_driver,0.6345805524545839,True,False,False,False,True,False
556,adaptive_evolutionary,N5_nonstationary_drift,0.6460850205567875,False,True,False,False,True,False
557,adaptive_evolutionary,N6_switching_regime,0.6356085450212344,False,True,False,False,True,False
558,adaptive_evolutionary,N7_colored_noise,0.62912696950553,True,False,False,False,True,False
559,adaptive_evolutionary,N8_measurement_filter,0.6544350948245604,True,False,False,False,True,False
560,adaptive_evolutionary,N1_large_but_finite_AR,0.6489311214500659,True,False,False,False,True,False
561,adaptive_evolutionary,N2_high_dimensional_SSM,0.6495259846828384,True,False,False,False,True,False
562,adaptive_evolutionary,N3_many_exponential_kernel,0.6460621367758089,True,False,False,False,True,False
563,adaptive_evolutionary,N4_slow_common_driver,0.6239259570729477,True,False,False,False,True,False
564,adaptive_evolutionary,N5_nonstationary_drift,0.6592299614355975,False,True,False,False,True,False
565,adaptive_evolutionary,N6_switching_regime,0.6508194419572233,False,True,False,False,True,False
566,adaptive_evolutionary,N7_colored_noise,0.6599062794690898,True,False,False,False,True,False
567,adaptive_evolutionary,N8_measurement_filter,0.6358976612972859,True,False,False,False,True,False
568,adaptive_evolutionary,N1_large_but_finite_AR,0.6521362025906705,True,False,False,False,True,False
569,adaptive_evolutionary,N2_high_dimensional_SSM,0.6273906753001766,True,False,False,False,True,False
570,adaptive_evolutionary,N3_many_exponential_kernel,0.6391109316362577,True,False,False,False,True,False
571,adaptive_evolutionary,N4_slow_common_driver,0.6782976125088057,True,False,False,False,True,False
572,adaptive_evolutionary,N5_nonstationary_drift,0.664933092350545,False,True,False,False,True,False
573,adaptive_evolutionary,N6_switching_regime,0.6466734670155811,False,True,False,False,True,False
574,adaptive_evolutionary,N7_colored_noise,0.6615051854354898,True,False,False,False,True,False
575,adaptive_evolutionary,N8_measurement_filter,0.6693803265828698,True,False,False,False,True,False
576,adaptive_evolutionary,N1_large_but_finite_AR,0.6613808403029902,True,False,False,False,True,False
577,adaptive_evolutionary,N2_high_dimensional_SSM,0.6724337247125171,True,False,False,False,True,False
578,adaptive_evolutionary,N3_many_exponential_kernel,0.6652444870441655,True,False,False,False,True,False
579,adaptive_evolutionary,N4_slow_common_driver,0.6565726950684142,True,False,False,False,True,False
580,adaptive_evolutionary,N5_nonstationary_drift,0.655099647695377,False,True,False,False,True,False
581,adaptive_evolutionary,N6_switching_regime,0.6556237346562299,False,True,False,False,True,False
582,adaptive_evolutionary,N7_colored_noise,0.676898538132152,True,False,False,False,True,False
583,adaptive_evolutionary,N8_measurement_filter,0.6658256132353229,True,False,False,False,True,False
584,adaptive_evolutionary,N1_large_but_finite_AR,0.6804839464359207,True,False,False,False,True,False
585,adaptive_evolutionary,N2_high_dimensional_SSM,0.6948865520162544,True,False,False,False,True,False
586,adaptive_evolutionary,N3_many_exponential_kernel,0.6746682795971872,True,False,False,False,True,False
587,adaptive_evolutionary,N4_slow_common_driver,0.6753591031733066,True,False,False,False,True,False
588,adaptive_evolutionary,N5_nonstationary_drift,0.6746632100546807,False,True,False,False,True,False
589,adaptive_evolutionary,N6_switching_regime,0.6771811348952788,False,True,False,False,True,False
590,adaptive_evolutionary,N7_colored_noise,0.6790421065665155,True,False,False,False,True,False
591,adaptive_evolutionary,N8_measurement_filter,0.6626267818472666,True,False,False,False,True,False
592,adaptive_evolutionary,N1_large_but_finite_AR,0.6793846000093029,True,False,False,False,True,False
593,adaptive_evolutionary,N2_high_dimensional_SSM,0.6847616125846056,True,False,False,False,True,False
594,adaptive_evolutionary,N3_many_exponential_kernel,0.6847814893338016,True,False,False,False,True,False
595,adaptive_evolutionary,N4_slow_common_driver,0.6875566169002166,True,False,False,False,True,False
596,adaptive_evolutionary,N5_nonstationary_drift,0.6992004652627359,False,True,False,False,True,False
597,adaptive_evolutionary,N6_switching_regime,0.6773487298572003,False,True,False,False,True,False
598,adaptive_evolutionary,N7_colored_noise,0.6983577590695897,True,False,False,False,True,False
599,adaptive_evolutionary,N8_measurement_filter,0.6887382727718541,True,False,False,False,True,False
600,adaptive_evolutionary,N1_large_but_finite_AR,0.6926391570132401,True,False,False,False,True,False
601,adaptive_evolutionary,N2_high_dimensional_SSM,0.689570203031111,True,False,False,False,True,False
602,adaptive_evolutionary,N3_many_exponential_kernel,0.682531282355711,True,False,False,False,True,False
603,adaptive_evolutionary,N4_slow_common_driver,0.6935306293168817,True,False,False,False,True,False
604,adaptive_evolutionary,N5_nonstationary_drift,0.6936017985585126,False,True,False,False,True,False
605,adaptive_evolutionary,N6_switching_regime,0.7010115004168881,False,True,False,False,True,False
606,adaptive_evolutionary,N7_colored_noise,0.6994362339848195,True,False,False,False,True,False
607,adaptive_evolutionary,N8_measurement_filter,0.7029619612721835,True,False,False,False,True,False
608,adaptive_evolutionary,N1_large_but_finite_AR,0.7111124149477329,True,False,False,False,True,False
609,adaptive_evolutionary,N2_high_dimensional_SSM,0.705583092974172,True,False,False,False,True,False
610,adaptive_evolutionary,N3_many_exponential_kernel,0.689495836599198,True,False,False,False,True,False
611,adaptive_evolutionary,N4_slow_common_driver,0.7125244090226546,True,False,False,False,True,False
612,adaptive_evolutionary,N5_nonstationary_drift,0.6964893982054567,False,True,False,False,True,False
613,adaptive_evolutionary,N6_switching_regime,0.7138201648448561,False,True,False,False,True,False
614,adaptive_evolutionary,N7_colored_noise,0.7175205554075139,True,False,False,False,True,False
615,adaptive_evolutionary,N8_measurement_filter,0.714852140809502,True,False,False,False,True,False
616,adaptive_evolutionary,N1_large_but_finite_AR,0.7294474433483643,True,False,False,False,True,False
617,adaptive_evolutionary,N2_high_dimensional_SSM,0.7246682068598191,True,False,False,False,True,False
618,adaptive_evolutionary,N3_many_exponential_kernel,0.7103324823159819,True,False,False,False,True,False
619,adaptive_evolutionary,N4_slow_common_driver,0.7217434267249069,True,False,False,False,True,False
620,adaptive_evolutionary,N5_nonstationary_drift,0.7243929599976296,False,True,False,False,True,False
621,adaptive_evolutionary,N6_switching_regime,0.727369627331547,False,True,False,False,True,False
622,adaptive_evolutionary,N7_colored_noise,0.7099916238852488,True,False,False,False,True,False
623,adaptive_evolutionary,N8_measurement_filter,0.7345138718928754,True,False,False,False,True,False
624,adaptive_evolutionary,N1_large_but_finite_AR,0.7446800540967062,True,False,False,False,True,False
625,adaptive_evolutionary,N2_high_dimensional_SSM,0.7482498122923641,True,False,False,False,True,False
626,adaptive_evolutionary,N3_many_exponential_kernel,0.7345621323614356,True,False,False,False,True,False
627,adaptive_evolutionary,N4_slow_common_driver,0.7554218813628731,True,False,False,False,True,False
628,adaptive_evolutionary,N5_nonstationary_drift,0.7317333239602318,False,True,False,False,True,False
629,adaptive_evolutionary,N6_switching_regime,0.7188163188786075,False,True,False,False,True,False
630,adaptive_evolutionary,N7_colored_noise,0.7512799833629187,True,False,False,False,True,False
631,adaptive_evolutionary,N8_measurement_filter,0.7335756356487697,True,False,False,False,True,False
632,adaptive_evolutionary,N1_large_but_finite_AR,0.7397094887959161,True,False,False,False,True,False
633,adaptive_evolutionary,N2_high_dimensional_SSM,0.734283952732533,True,False,False,False,True,False
634,adaptive_evolutionary,N3_many_exponential_kernel,0.7519657896081821,True,False,False,False,True,False
635,adaptive_evolutionary,N4_slow_common_driver,0.7477855188170063,True,False,False,False,True,False
636,adaptive_evolutionary,N5_nonstationary_drift,0.732095971414144,False,True,False,False,True,False
637,adaptive_evolutionary,N6_switching_regime,0.7398479143539297,False,True,False,False,True,False
638,adaptive_evolutionary,N7_colored_noise,0.7217373047310727,True,False,False,False,True,False
639,adaptive_evolutionary,N8_measurement_filter,0.763298913703658,True,False,False,False,True,False
640,adaptive_evolutionary,N1_large_but_finite_AR,0.7615306295878413,True,False,False,False,True,False
641,adaptive_evolutionary,N2_high_dimensional_SSM,0.7629064693214137,True,False,False,False,True,False
642,adaptive_evolutionary,N3_many_exponential_kernel,0.7445439582078198,True,False,False,False,True,False
643,adaptive_evolutionary,N4_slow_common_driver,0.7511010486499305,True,False,False,False,True,False
644,adaptive_evolutionary,N5_nonstationary_drift,0.760343722645772,False,True,False,False,True,False
645,adaptive_evolutionary,N6_switching_regime,0.7599730814563221,False,True,False,False,True,False
646,adaptive_evolutionary,N7_colored_noise,0.730633404015412,True,False,False,False,True,False
647,adaptive_evolutionary,N8_measurement_filter,0.7511354495534056,True,False,False,False,True,False
648,adaptive_evolutionary,N1_large_but_finite_AR,0.7697425732952516,True,False,False,False,True,False
649,adaptive_evolutionary,N2_high_dimensional_SSM,0.7588181865711378,True,False,False,False,True,False
650,adaptive_evolutionary,N3_many_exponential_kernel,0.7712352282646956,True,False,False,False,True,False
651,adaptive_evolutionary,N4_slow_common_driver,0.7682803162451645,True,False,False,False,True,False
652,adaptive_evolutionary,N5_nonstationary_drift,0.7756067765948913,False,True,False,False,True,False
653,adaptive_evolutionary,N6_switching_regime,0.7688032784144182,False,True,False,False,True,False
654,adaptive_evolutionary,N7_colored_noise,0.7779783337929119,True,False,False,False,True,False
655,adaptive_evolutionary,N8_measurement_filter,0.7687480217219611,True,False,False,False,True,False
656,adaptive_evolutionary,N1_large_but_finite_AR,0.7760793739617502,True,False,False,False,True,False
657,adaptive_evolutionary,N2_high_dimensional_SSM,0.7705322157207537,True,False,False,False,True,False
658,adaptive_evolutionary,N3_many_exponential_kernel,0.7706828497964161,True,False,False,False,True,False
659,adaptive_evolutionary,N4_slow_common_driver,0.7747490617299051,True,False,False,False,True,False
660,adaptive_evolutionary,N5_nonstationary_drift,0.7805472166935293,False,True,False,False,True,False
661,adaptive_evolutionary,N6_switching_regime,0.7851245140047705,False,True,False,False,True,False
662,adaptive_evolutionary,N7_colored_noise,0.8018803156570787,True,False,False,False,True,False
663,adaptive_evolutionary,N8_measurement_filter,0.7923940789911131,True,False,False,False,True,False
664,adaptive_evolutionary,N1_large_but_finite_AR,0.7825037815596919,True,False,False,False,True,False
665,adaptive_evolutionary,N2_high_dimensional_SSM,0.7877596696565627,True,False,False,False,True,False
666,adaptive_evolutionary,N3_many_exponential_kernel,0.7964058451537103,True,False,False,False,True,False
667,adaptive_evolutionary,N4_slow_common_driver,0.7994490944837566,True,False,False,False,True,False
668,adaptive_evolutionary,N5_nonstationary_drift,0.7838533270642576,False,True,False,False,True,False
669,adaptive_evolutionary,N6_switching_regime,0.7920272768503682,False,True,False,False,True,False
670,adaptive_evolutionary,N7_colored_noise,0.7907077798781177,True,False,False,False,True,False
671,adaptive_evolutionary,N8_measurement_filter,0.7970178355996912,True,False,False,False,True,False
672,adaptive_evolutionary,N1_large_but_finite_AR,0.8105012501593897,True,False,False,False,True,False
673,adaptive_evolutionary,N2_high_dimensional_SSM,0.810032664720823,True,False,False,False,True,False
674,adaptive_evolutionary,N3_many_exponential_kernel,0.7828026637383475,True,False,False,False,True,False
675,adaptive_evolutionary,N4_slow_common_driver,0.7954711842926028,True,False,False,False,True,False
676,adaptive_evolutionary,N5_nonstationary_drift,0.8050698941403058,False,True,False,False,True,False
677,adaptive_evolutionary,N6_switching_regime,0.8006244923421568,False,True,False,False,True,False
678,adaptive_evolutionary,N7_colored_noise,0.8160745718292092,True,False,False,False,True,False
679,adaptive_evolutionary,N8_measurement_filter,0.7953607779143983,True,False,False,False,True,False
680,adaptive_evolutionary,N1_large_but_finite_AR,0.8085961661210602,True,False,False,False,True,False
681,adaptive_evolutionary,N2_high_dimensional_SSM,0.8130939846130397,True,False,False,False,True,False
682,adaptive_evolutionary,N3_many_exponential_kernel,0.8033553597749725,True,False,False,False,True,False
683,adaptive_evolutionary,N4_slow_common_driver,0.8077679845458346,True,False,False,False,True,False
684,adaptive_evolutionary,N5_nonstationary_drift,0.8243582357253345,False,True,False,False,True,False
685,adaptive_evolutionary,N6_switching_regime,0.8156375828387465,False,True,False,False,True,False
686,adaptive_evolutionary,N7_colored_noise,0.8201099745446375,True,False,False,False,True,False
687,adaptive_evolutionary,N8_measurement_filter,0.8221672718253653,True,False,False,False,True,False
688,adaptive_evolutionary,N1_large_but_finite_AR,0.8179246052423849,True,False,False,False,True,False
689,adaptive_evolutionary,N2_high_dimensional_SSM,0.8288997542453836,True,False,False,False,True,False
690,adaptive_evolutionary,N3_many_exponential_kernel,0.8041904853810102,True,False,False,False,True,False
691,adaptive_evolutionary,N4_slow_common_driver,0.8278954766588362,True,False,False,False,True,False
692,adaptive_evolutionary,N5_nonstationary_drift,0.8434632844658755,False,True,False,False,True,False
693,adaptive_evolutionary,N6_switching_regime,0.8376135884795621,False,True,False,False,True,False
694,adaptive_evolutionary,N7_colored_noise,0.82295941667698,True,False,False,False,True,False
695,adaptive_evolutionary,N8_measurement_filter,0.82536222838286,True,False,False,False,True,False
696,adaptive_evolutionary,N1_large_but_finite_AR,0.8469811714054921,True,False,False,False,True,False
697,adaptive_evolutionary,N2_high_dimensional_SSM,0.8491260584706887,True,False,False,False,True,False
698,adaptive_evolutionary,N3_many_exponential_kernel,0.8464758111393299,True,False,False,False,True,False
699,adaptive_evolutionary,N4_slow_common_driver,0.8264649508463437,True,False,False,False,True,False
700,adaptive_evolutionary,N5_nonstationary_drift,0.8304302734994388,False,True,False,False,True,False
701,adaptive_evolutionary,N6_switching_regime,0.8129245908740139,False,True,False,False,True,False
702,adaptive_evolutionary,N7_colored_noise,0.8448128433973241,True,False,False,False,True,False
703,adaptive_evolutionary,N8_measurement_filter,0.8408301432676363,True,False,False,False,True,False
704,adaptive_evolutionary,N1_large_but_finite_AR,0.8389397064561183,True,False,False,False,True,False
705,adaptive_evolutionary,N2_high_dimensional_SSM,0.8404550106514139,True,False,False,False,True,False
706,adaptive_evolutionary,N3_many_exponential_kernel,0.8329991576204951,True,False,False,False,True,False
707,adaptive_evolutionary,N4_slow_common_driver,0.8588986408543993,True,False,False,False,True,False
708,adaptive_evolutionary,N5_nonstationary_drift,0.8496349162064606,False,True,False,False,True,False
709,adaptive_evolutionary,N6_switching_regime,0.8571543860655451,False,True,False,False,True,False
710,adaptive_evolutionary,N7_colored_noise,0.858251215215147,True,False,False,False,True,False
711,adaptive_evolutionary,N8_measurement_filter,0.8439134350864066,True,False,False,False,True,False
